tick,num_cars,waiting_cars,congestion,average_speed
9007,50,50,100,1
9008,50,50,100,1
9009,50,50,100,1
9010,50,50,100,1
9011,50,50,100,1
9012,50,50,100,1
9013,50,50,100,1
9014,50,50,100,1
9015,50,50,100,1
9016,50,50,100,1
9017,50,50,100,1
9018,50,50,100,1
9019,50,50,100,1
9020,50,50,100,1
9021,50,50,100,1
9022,50,50,100,1
9023,50,50,100,1
9024,50,50,100,1
9025,50,50,100,1
9026,50,50,100,1
9027,50,50,100,1
9028,50,50,100,1
9029,50,50,100,1
9030,50,50,100,1
9031,50,50,100,1
9032,50,50,100,1
9033,50,50,100,1
9034,50,50,100,1
9035,50,50,100,1
9036,50,50,100,1
9037,50,50,100,1
9038,50,50,100,1
9039,50,50,100,1
9040,50,50,100,1
9041,50,50,100,1
9042,50,50,100,1
9043,50,50,100,1
9044,50,50,100,1
9045,50,50,100,1
9046,50,50,100,1
9047,50,50,100,1
9048,50,50,100,1
9049,50,50,100,1
9050,50,50,100,1
9051,50,50,100,1
9052,50,50,100,1
9053,50,50,100,1
9054,50,50,100,1
9055,50,50,100,1
9056,50,50,100,1
9057,50,50,100,1
9058,50,50,100,1
9059,50,50,100,1
9060,50,50,100,1
9061,50,50,100,1
9062,50,50,100,1
9063,50,50,100,1
9064,50,50,100,1
9065,50,50,100,1
9066,50,50,100,1
9067,50,50,100,1
9068,50,50,100,1
9069,50,50,100,1
9070,50,50,100,1
9071,50,50,100,1
9072,50,50,100,1
9073,50,50,100,1
9074,50,50,100,1
9075,50,50,100,1
9076,50,50,100,1
9077,50,50,100,1
9078,50,50,100,1
9079,50,50,100,1
9080,50,50,100,1
9081,50,50,100,1
9082,50,50,100,1
9083,50,50,100,1
9084,50,50,100,1
9085,50,50,100,1
9086,50,50,100,1
9087,50,50,100,1
9088,50,50,100,1
9089,50,50,100,1
9090,50,50,100,1
9091,50,50,100,1
9092,50,50,100,1
9093,50,50,100,1
9094,50,50,100,1
9095,50,50,100,1
9096,50,50,100,1
9097,50,50,100,1
9098,50,50,100,1
9099,50,50,100,1
9100,50,50,100,1
9101,50,50,100,1
9102,50,50,100,1
9103,50,50,100,1
9104,50,50,100,1
9105,50,50,100,1
9106,50,50,100,1
9107,50,50,100,1
9108,50,50,100,1
9109,50,50,100,1
9110,50,50,100,1
9111,50,50,100,1
9112,50,50,100,1
9113,50,50,100,1
9114,50,50,100,1
9115,50,50,100,1
9116,50,50,100,1
9117,50,50,100,1
9118,50,50,100,1
9119,50,50,100,1
9120,50,50,100,1
9121,50,50,100,1
9122,50,50,100,1
9123,50,50,100,1
9124,50,50,100,1
9125,50,50,100,1
9126,50,50,100,1
9127,50,50,100,1
9128,50,50,100,1
9129,50,50,100,1
9130,50,50,100,1
9131,50,50,100,1
9132,50,50,100,1
9133,50,50,100,1
9134,50,50,100,1
9135,50,50,100,1
9136,50,50,100,1
9137,50,50,100,1
9138,50,50,100,1
9139,50,50,100,1
9140,50,50,100,1
9141,50,50,100,1
9142,50,50,100,1
9143,50,50,100,1
9144,50,50,100,1
9145,50,50,100,1
9146,50,50,100,1
9147,50,50,100,1
9148,50,50,100,1
9149,50,50,100,1
9150,50,50,100,1
9151,50,50,100,1
9152,50,50,100,1
9153,50,50,100,1
9154,50,50,100,1
9155,50,50,100,1
9156,50,50,100,1
9157,50,50,100,1
9158,50,50,100,1
9159,50,50,100,1
9160,50,50,100,1
9161,50,50,100,1
9162,50,50,100,1
9163,50,50,100,1
9164,50,50,100,1
9165,50,50,100,1
9166,50,50,100,1
9167,50,50,100,1
9168,50,50,100,1
9169,50,50,100,1
9170,50,50,100,1
9171,50,50,100,1
9172,50,50,100,1
9173,50,50,100,1
9174,50,50,100,1
9175,50,50,100,1
9176,50,50,100,1
9177,50,50,100,1
9178,50,50,100,1
9179,50,50,100,1
9180,50,50,100,1
9181,50,50,100,1
9182,50,50,100,1
9183,50,50,100,1
9184,50,50,100,1
9185,50,50,100,1
9186,50,50,100,1
9187,50,50,100,1
9188,50,50,100,1
9189,50,50,100,1
9190,50,50,100,1
9191,50,50,100,1
9192,50,50,100,1
9193,50,50,100,1
9194,50,50,100,1
9195,50,50,100,1
9196,50,50,100,1
9197,50,50,100,1
9198,50,50,100,1
9199,50,50,100,1
9200,50,50,100,1
9201,50,50,100,1
9202,50,50,100,1
9203,50,50,100,1
9204,50,50,100,1
9205,50,50,100,1
9206,50,50,100,1
9207,50,50,100,1
9208,50,50,100,1
9209,50,50,100,1
9210,50,50,100,1
9211,50,50,100,1
9212,50,50,100,1
9213,50,50,100,1
9214,50,50,100,1
9215,50,50,100,1
9216,50,50,100,1
9217,50,50,100,1
9218,50,50,100,1
9219,50,50,100,1
9220,50,50,100,1
9221,50,50,100,1
9222,50,50,100,1
9223,50,50,100,1
9224,50,50,100,1
9225,50,50,100,1
9226,50,50,100,1
9227,50,50,100,1
9228,50,50,100,1
9229,50,50,100,1
9230,50,50,100,1
9231,50,50,100,1
9232,50,50,100,1
9233,50,50,100,1
9234,50,50,100,1
9235,50,50,100,1
9236,50,50,100,1
9237,50,50,100,1
9238,50,50,100,1
9239,50,50,100,1
9240,50,50,100,1
9241,50,50,100,1
9242,50,50,100,1
9243,50,50,100,1
9244,50,50,100,1
9245,50,50,100,1
9246,50,50,100,1
9247,50,50,100,1
9248,50,50,100,1
9249,50,50,100,1
9250,50,50,100,1
9251,50,50,100,1
9252,50,50,100,1
9253,50,50,100,1
9254,50,50,100,1
9255,50,50,100,1
9256,50,50,100,1
9257,50,50,100,1
9258,50,50,100,1
9259,50,50,100,1
9260,50,50,100,1
9261,50,50,100,1
9262,50,50,100,1
9263,50,50,100,1
9264,50,50,100,1
9265,50,50,100,1
9266,50,50,100,1
9267,50,50,100,1
9268,50,50,100,1
9269,50,50,100,1
9270,50,50,100,1
9271,50,50,100,1
9272,50,50,100,1
9273,50,50,100,1
9274,50,50,100,1
9275,50,50,100,1
9276,50,50,100,1
9277,50,50,100,1
9278,50,50,100,1
9279,50,50,100,1
9280,50,50,100,1
9281,50,50,100,1
9282,50,50,100,1
9283,50,50,100,1
9284,50,50,100,1
9285,50,50,100,1
9286,50,50,100,1
9287,50,50,100,1
9288,50,50,100,1
9289,50,50,100,1
9290,50,50,100,1
9291,50,50,100,1
9292,50,50,100,1
9293,50,50,100,1
9294,50,50,100,1
9295,50,50,100,1
9296,50,50,100,1
9297,50,50,100,1
9298,50,50,100,1
9299,50,50,100,1
9300,50,50,100,1
9301,50,50,100,1
9302,50,50,100,1
9303,50,50,100,1
9304,50,50,100,1
9305,50,50,100,1
9306,50,50,100,1
9307,50,50,100,1
9308,50,50,100,1
9309,50,50,100,1
9310,50,50,100,1
9311,50,50,100,1
9312,50,50,100,1
9313,50,50,100,1
9314,50,50,100,1
9315,50,50,100,1
9316,50,50,100,1
9317,50,50,100,1
9318,50,50,100,1
9319,50,50,100,1
9320,50,50,100,1
9321,50,50,100,1
9322,50,50,100,1
9323,50,50,100,1
9324,50,50,100,1
9325,50,50,100,1
9326,50,50,100,1
9327,50,50,100,1
9328,50,50,100,1
9329,50,50,100,1
9330,50,50,100,1
9331,50,50,100,1
9332,50,50,100,1
9333,50,50,100,1
9334,50,50,100,1
9335,50,50,100,1
9336,50,50,100,1
9337,50,50,100,1
9338,50,50,100,1
9339,50,50,100,1
9340,50,50,100,1
9341,50,50,100,1
9342,50,50,100,1
9343,50,50,100,1
9344,50,50,100,1
9345,50,50,100,1
9346,50,50,100,1
9347,50,50,100,1
9348,50,50,100,1
9349,50,50,100,1
9350,50,50,100,1
9351,50,50,100,1
9352,50,50,100,1
9353,50,50,100,1
9354,50,50,100,1
9355,50,50,100,1
9356,50,50,100,1
9357,50,50,100,1
9358,50,50,100,1
9359,50,50,100,1
9360,50,50,100,1
9361,50,50,100,1
9362,50,50,100,1
9363,50,50,100,1
9364,50,50,100,1
9365,50,50,100,1
9366,50,50,100,1
9367,50,50,100,1
9368,50,50,100,1
9369,50,50,100,1
9370,50,50,100,1
9371,50,50,100,1
9372,50,50,100,1
9373,50,50,100,1
9374,50,50,100,1
9375,50,50,100,1
9376,50,50,100,1
9377,50,50,100,1
9378,50,50,100,1
9379,50,50,100,1
9380,50,50,100,1
9381,50,50,100,1
9382,50,50,100,1
9383,50,50,100,1
9384,50,50,100,1
9385,50,50,100,1
9386,50,50,100,1
9387,50,50,100,1
9388,50,50,100,1
9389,50,50,100,1
9390,50,50,100,1
9391,50,50,100,1
9392,50,50,100,1
9393,50,50,100,1
9394,50,50,100,1
9395,50,50,100,1
9396,50,50,100,1
9397,50,50,100,1
9398,50,50,100,1
9399,50,50,100,1
9400,50,50,100,1
9401,50,50,100,1
9402,50,50,100,1
9403,50,50,100,1
9404,50,50,100,1
9405,50,50,100,1
9406,50,50,100,1
9407,50,50,100,1
9408,50,50,100,1
9409,50,50,100,1
9410,50,50,100,1
9411,50,50,100,1
9412,50,50,100,1
9413,50,50,100,1
9414,50,50,100,1
9415,50,50,100,1
9416,50,50,100,1
9417,50,50,100,1
9418,50,50,100,1
9419,50,50,100,1
9420,50,50,100,1
9421,50,50,100,1
9422,50,50,100,1
9423,50,50,100,1
9424,50,50,100,1
9425,50,50,100,1
9426,50,50,100,1
9427,50,50,100,1
9428,50,50,100,1
9429,50,50,100,1
9430,50,50,100,1
9431,50,50,100,1
9432,50,50,100,1
9433,50,50,100,1
9434,50,50,100,1
9435,50,50,100,1
9436,50,50,100,1
9437,50,50,100,1
9438,50,50,100,1
9439,50,50,100,1
9440,50,50,100,1
9441,50,50,100,1
9442,50,50,100,1
9443,50,50,100,1
9444,50,50,100,1
9445,50,50,100,1
9446,50,50,100,1
9447,50,50,100,1
9448,50,50,100,1
9449,50,50,100,1
9450,50,50,100,1
9451,50,50,100,1
9452,50,50,100,1
9453,50,50,100,1
9454,50,50,100,1
9455,50,50,100,1
9456,50,50,100,1
9457,50,50,100,1
9458,50,50,100,1
9459,50,50,100,1
9460,50,50,100,1
9461,50,50,100,1
9462,50,50,100,1
9463,50,50,100,1
9464,50,50,100,1
9465,50,50,100,1
9466,50,50,100,1
9467,50,50,100,1
9468,50,50,100,1
9469,50,50,100,1
9470,50,50,100,1
9471,50,50,100,1
9472,50,50,100,1
9473,50,50,100,1
9474,50,50,100,1
9475,50,50,100,1
9476,50,50,100,1
9477,50,50,100,1
9478,50,50,100,1
9479,50,50,100,1
9480,50,50,100,1
9481,50,50,100,1
9482,50,50,100,1
9483,50,50,100,1
9484,50,50,100,1
9485,50,50,100,1
9486,50,50,100,1
9487,50,50,100,1
9488,50,50,100,1
9489,50,50,100,1
9490,50,50,100,1
9491,50,50,100,1
9492,50,50,100,1
9493,50,50,100,1
9494,50,50,100,1
9495,50,50,100,1
9496,50,50,100,1
9497,50,50,100,1
9498,50,50,100,1
9499,50,50,100,1
9500,50,50,100,1
9501,50,50,100,1
9502,50,50,100,1
9503,50,50,100,1
9504,50,50,100,1
9505,50,50,100,1
9506,50,50,100,1
9507,50,50,100,1
9508,50,50,100,1
9509,50,50,100,1
9510,50,50,100,1
9511,50,50,100,1
9512,50,50,100,1
9513,50,50,100,1
9514,50,50,100,1
9515,50,50,100,1
9516,50,50,100,1
9517,50,50,100,1
9518,50,50,100,1
9519,50,50,100,1
9520,50,50,100,1
9521,50,50,100,1
9522,50,50,100,1
9523,50,50,100,1
9524,50,50,100,1
9525,50,50,100,1
9526,50,50,100,1
9527,50,50,100,1
9528,50,50,100,1
9529,50,50,100,1
9530,50,50,100,1
9531,50,50,100,1
9532,50,50,100,1
9533,50,50,100,1
9534,50,50,100,1
9535,50,50,100,1
9536,50,50,100,1
9537,50,50,100,1
9538,50,50,100,1
9539,50,50,100,1
9540,50,50,100,1
9541,50,50,100,1
9542,50,50,100,1
9543,50,50,100,1
9544,50,50,100,1
9545,50,50,100,1
9546,50,50,100,1
9547,50,50,100,1
9548,50,50,100,1
9549,50,50,100,1
9550,50,50,100,1
9551,50,50,100,1
9552,50,50,100,1
9553,50,50,100,1
9554,50,50,100,1
9555,50,50,100,1
9556,50,50,100,1
9557,50,50,100,1
9558,50,50,100,1
9559,50,50,100,1
9560,50,50,100,1
9561,50,50,100,1
9562,50,50,100,1
9563,50,50,100,1
9564,50,50,100,1
9565,50,50,100,1
9566,50,50,100,1
9567,50,50,100,1
9568,50,50,100,1
9569,50,50,100,1
9570,50,50,100,1
9571,50,50,100,1
9572,50,50,100,1
9573,50,50,100,1
9574,50,50,100,1
9575,50,50,100,1
9576,50,50,100,1
9577,50,50,100,1
9578,50,50,100,1
9579,50,50,100,1
9580,50,50,100,1
9581,50,50,100,1
9582,50,50,100,1
9583,50,50,100,1
9584,50,50,100,1
9585,50,50,100,1
9586,50,50,100,1
9587,50,50,100,1
9588,50,50,100,1
9589,50,50,100,1
9590,50,50,100,1
9591,50,50,100,1
9592,50,50,100,1
9593,50,50,100,1
9594,50,50,100,1
9595,50,50,100,1
9596,50,50,100,1
9597,50,50,100,1
9598,50,50,100,1
9599,50,50,100,1
9600,50,50,100,1
9601,50,50,100,1
9602,50,50,100,1
9603,50,50,100,1
9604,50,50,100,1
9605,50,50,100,1
9606,50,50,100,1
9607,50,50,100,1
9608,50,50,100,1
9609,50,50,100,1
9610,50,50,100,1
9611,50,50,100,1
9612,50,50,100,1
9613,50,50,100,1
9614,50,50,100,1
9615,50,50,100,1
9616,50,50,100,1
9617,50,50,100,1
9618,50,50,100,1
9619,50,50,100,1
9620,50,50,100,1
9621,50,50,100,1
9622,50,50,100,1
9623,50,50,100,1
9624,50,50,100,1
9625,50,50,100,1
9626,50,50,100,1
9627,50,50,100,1
9628,50,50,100,1
9629,50,50,100,1
9630,50,50,100,1
9631,50,50,100,1
9632,50,50,100,1
9633,50,50,100,1
9634,50,50,100,1
9635,50,50,100,1
9636,50,50,100,1
9637,50,50,100,1
9638,50,50,100,1
9639,50,50,100,1
9640,50,50,100,1
9641,50,50,100,1
9642,50,50,100,1
9643,50,50,100,1
9644,50,50,100,1
9645,50,50,100,1
9646,50,50,100,1
9647,50,50,100,1
9648,50,50,100,1
9649,50,50,100,1
9650,50,50,100,1
9651,50,50,100,1
9652,50,50,100,1
9653,50,50,100,1
9654,50,50,100,1
9655,50,50,100,1
9656,50,50,100,1
9657,50,50,100,1
9658,50,50,100,1
9659,50,50,100,1
9660,50,50,100,1
9661,50,50,100,1
9662,50,50,100,1
9663,50,50,100,1
9664,50,50,100,1
9665,50,50,100,1
9666,50,50,100,1
9667,50,50,100,1
9668,50,50,100,1
9669,50,50,100,1
9670,50,50,100,1
9671,50,50,100,1
9672,50,50,100,1
9673,50,50,100,1
9674,50,50,100,1
9675,50,50,100,1
9676,50,50,100,1
9677,50,50,100,1
9678,50,50,100,1
9679,50,50,100,1
9680,50,50,100,1
9681,50,50,100,1
9682,50,50,100,1
9683,50,50,100,1
9684,50,50,100,1
9685,50,50,100,1
9686,50,50,100,1
9687,50,50,100,1
9688,50,50,100,1
9689,50,50,100,1
9690,50,50,100,1
9691,50,50,100,1
9692,50,50,100,1
9693,50,50,100,1
9694,50,50,100,1
9695,50,50,100,1
9696,50,50,100,1
9697,50,50,100,1
9698,50,50,100,1
9699,50,50,100,1
9700,50,50,100,1
9701,50,50,100,1
9702,50,50,100,1
9703,50,50,100,1
9704,50,50,100,1
9705,50,50,100,1
9706,50,50,100,1
9707,50,50,100,1
9708,50,50,100,1
9709,50,50,100,1
9710,50,50,100,1
9711,50,50,100,1
9712,50,50,100,1
9713,50,50,100,1
9714,50,50,100,1
9715,50,50,100,1
9716,50,50,100,1
9717,50,50,100,1
9718,50,50,100,1
9719,50,50,100,1
9720,50,50,100,1
9721,50,50,100,1
9722,50,50,100,1
9723,50,50,100,1
9724,50,50,100,1
9725,50,50,100,1
9726,50,50,100,1
9727,50,50,100,1
9728,50,50,100,1
9729,50,50,100,1
9730,50,50,100,1
9731,50,50,100,1
9732,50,50,100,1
9733,50,50,100,1
9734,50,50,100,1
9735,50,50,100,1
9736,50,50,100,1
9737,50,50,100,1
9738,50,50,100,1
9739,50,50,100,1
9740,50,50,100,1
9741,50,50,100,1
9742,50,50,100,1
9743,50,50,100,1
9744,50,50,100,1
9745,50,50,100,1
9746,50,50,100,1
9747,50,50,100,1
9748,50,50,100,1
9749,50,50,100,1
9750,50,50,100,1
9751,50,50,100,1
9752,50,50,100,1
9753,50,50,100,1
9754,50,50,100,1
9755,50,50,100,1
9756,50,50,100,1
9757,50,50,100,1
9758,50,50,100,1
9759,50,50,100,1
9760,50,50,100,1
9761,50,50,100,1
9762,50,50,100,1
9763,50,50,100,1
9764,50,50,100,1
9765,50,50,100,1
9766,50,50,100,1
9767,50,50,100,1
9768,50,50,100,1
9769,50,50,100,1
9770,50,50,100,1
9771,50,50,100,1
9772,50,50,100,1
9773,50,50,100,1
9774,50,50,100,1
9775,50,50,100,1
9776,50,50,100,1
9777,50,50,100,1
9778,50,50,100,1
9779,50,50,100,1
9780,50,50,100,1
9781,50,50,100,1
9782,50,50,100,1
9783,50,50,100,1
9784,50,50,100,1
9785,50,50,100,1
9786,50,50,100,1
9787,50,50,100,1
9788,50,50,100,1
9789,50,50,100,1
9790,50,50,100,1
9791,50,50,100,1
9792,50,50,100,1
9793,50,50,100,1
9794,50,50,100,1
9795,50,50,100,1
9796,50,50,100,1
9797,50,50,100,1
9798,50,50,100,1
9799,50,50,100,1
9800,50,50,100,1
9801,50,50,100,1
9802,50,50,100,1
9803,50,50,100,1
9804,50,50,100,1
9805,50,50,100,1
9806,50,50,100,1
9807,50,50,100,1
9808,50,50,100,1
9809,50,50,100,1
9810,50,50,100,1
9811,50,50,100,1
9812,50,50,100,1
9813,50,50,100,1
9814,50,50,100,1
9815,50,50,100,1
9816,50,50,100,1
9817,50,50,100,1
9818,50,50,100,1
9819,50,50,100,1
9820,50,50,100,1
9821,50,50,100,1
9822,50,50,100,1
9823,50,50,100,1
9824,50,50,100,1
9825,50,50,100,1
9826,50,50,100,1
9827,50,50,100,1
9828,50,50,100,1
9829,50,50,100,1
9830,50,50,100,1
9831,50,50,100,1
9832,50,50,100,1
9833,50,50,100,1
9834,50,50,100,1
9835,50,50,100,1
9836,50,50,100,1
9837,50,50,100,1
9838,50,50,100,1
9839,50,50,100,1
9840,50,50,100,1
9841,50,50,100,1
9842,50,50,100,1
9843,50,50,100,1
9844,50,50,100,1
9845,50,50,100,1
9846,50,50,100,1
9847,50,50,100,1
9848,50,50,100,1
9849,50,50,100,1
9850,50,50,100,1
9851,50,50,100,1
9852,50,50,100,1
9853,50,50,100,1
9854,50,50,100,1
9855,50,50,100,1
9856,50,50,100,1
9857,50,50,100,1
9858,50,50,100,1
9859,50,50,100,1
9860,50,50,100,1
9861,50,50,100,1
9862,50,50,100,1
9863,50,50,100,1
9864,50,50,100,1
9865,50,50,100,1
9866,50,50,100,1
9867,50,50,100,1
9868,50,50,100,1
9869,50,50,100,1
9870,50,50,100,1
9871,50,50,100,1
9872,50,50,100,1
9873,50,50,100,1
9874,50,50,100,1
9875,50,50,100,1
9876,50,50,100,1
9877,50,50,100,1
9878,50,50,100,1
9879,50,50,100,1
9880,50,50,100,1
9881,50,50,100,1
9882,50,50,100,1
9883,50,50,100,1
9884,50,50,100,1
9885,50,50,100,1
9886,50,50,100,1
9887,50,50,100,1
9888,50,50,100,1
9889,50,50,100,1
9890,50,50,100,1
9891,50,50,100,1
9892,50,50,100,1
9893,50,50,100,1
9894,50,50,100,1
9895,50,50,100,1
9896,50,50,100,1
9897,50,50,100,1
9898,50,50,100,1
9899,50,50,100,1
9900,50,50,100,1
9901,50,50,100,1
9902,50,50,100,1
9903,50,50,100,1
9904,50,50,100,1
9905,50,50,100,1
9906,50,50,100,1
9907,50,50,100,1
9908,50,50,100,1
9909,50,50,100,1
9910,50,50,100,1
9911,50,50,100,1
9912,50,50,100,1
9913,50,50,100,1
9914,50,50,100,1
9915,50,50,100,1
9916,50,50,100,1
9917,50,50,100,1
9918,50,50,100,1
9919,50,50,100,1
9920,50,50,100,1
9921,50,50,100,1
9922,50,50,100,1
9923,50,50,100,1
9924,50,50,100,1
9925,50,50,100,1
9926,50,50,100,1
9927,50,50,100,1
9928,50,50,100,1
9929,50,50,100,1
9930,50,50,100,1
9931,50,50,100,1
9932,50,50,100,1
9933,50,50,100,1
9934,50,50,100,1
9935,50,50,100,1
9936,50,50,100,1
9937,50,50,100,1
9938,50,50,100,1
9939,50,50,100,1
9940,50,50,100,1
9941,50,50,100,1
9942,50,50,100,1
9943,50,50,100,1
9944,50,50,100,1
9945,50,50,100,1
9946,50,50,100,1
9947,50,50,100,1
9948,50,50,100,1
9949,50,50,100,1
9950,50,50,100,1
9951,50,50,100,1
9952,50,50,100,1
9953,50,50,100,1
9954,50,50,100,1
9955,50,50,100,1
9956,50,50,100,1
9957,50,50,100,1
9958,50,50,100,1
9959,50,50,100,1
9960,50,50,100,1
9961,50,50,100,1
9962,50,50,100,1
9963,50,50,100,1
9964,50,50,100,1
9965,50,50,100,1
9966,50,50,100,1
9967,50,50,100,1
9968,50,50,100,1
9969,50,50,100,1
9970,50,50,100,1
9971,50,50,100,1
9972,50,50,100,1
9973,50,50,100,1
9974,50,50,100,1
9975,50,50,100,1
9976,50,50,100,1
9977,50,50,100,1
9978,50,50,100,1
9979,50,50,100,1
9980,50,50,100,1
9981,50,50,100,1
9982,50,50,100,1
9983,50,50,100,1
9984,50,50,100,1
9985,50,50,100,1
9986,50,50,100,1
9987,50,50,100,1
9988,50,50,100,1
9989,50,50,100,1
9990,50,50,100,1
9991,50,50,100,1
9992,50,50,100,1
9993,50,50,100,1
9994,50,50,100,1
9995,50,50,100,1
9996,50,50,100,1
9997,50,50,100,1
9998,50,50,100,1
9999,50,50,100,1
10000,50,50,100,1
10001,50,50,100,1
10002,50,50,100,1
10003,50,50,100,1
10004,50,50,100,1
10005,50,50,100,1
10006,50,50,100,1
10007,50,50,100,1
10008,50,50,100,1
10009,50,50,100,1
10010,50,50,100,1
10011,50,50,100,1
10012,50,50,100,1
10013,50,50,100,1
10014,50,50,100,1
10015,50,50,100,1
10016,50,50,100,1
10017,50,50,100,1
10018,50,50,100,1
10019,50,50,100,1
10020,50,50,100,1
10021,50,50,100,1
10022,50,50,100,1
10023,50,50,100,1
10024,50,50,100,1
10025,50,50,100,1
10026,50,50,100,1
10027,50,50,100,1
10028,50,50,100,1
10029,50,50,100,1
10030,50,50,100,1
10031,50,50,100,1
10032,50,50,100,1
10033,50,50,100,1
10034,50,50,100,1
10035,50,50,100,1
10036,50,50,100,1
10037,50,50,100,1
10038,50,50,100,1
10039,50,50,100,1
10040,50,50,100,1
10041,50,50,100,1
10042,50,50,100,1
10043,50,50,100,1
10044,50,50,100,1
10045,50,50,100,1
10046,50,50,100,1
10047,50,50,100,1
10048,50,50,100,1
10049,50,50,100,1
10050,50,50,100,1
10051,50,50,100,1
10052,50,50,100,1
10053,50,50,100,1
10054,50,50,100,1
10055,50,50,100,1
10056,50,50,100,1
10057,50,50,100,1
10058,50,50,100,1
10059,50,50,100,1
10060,50,50,100,1
10061,50,50,100,1
10062,50,50,100,1
10063,50,50,100,1
10064,50,50,100,1
10065,50,50,100,1
10066,50,50,100,1
10067,50,50,100,1
10068,50,50,100,1
10069,50,50,100,1
10070,50,50,100,1
10071,50,50,100,1
10072,50,50,100,1
10073,50,50,100,1
10074,50,50,100,1
10075,50,50,100,1
10076,50,50,100,1
10077,50,50,100,1
10078,50,50,100,1
10079,50,50,100,1
10080,50,50,100,1
10081,50,50,100,1
10082,50,50,100,1
10083,50,50,100,1
10084,50,50,100,1
10085,50,50,100,1
10086,50,50,100,1
10087,50,50,100,1
10088,50,50,100,1
10089,50,50,100,1
10090,50,50,100,1
10091,50,50,100,1
10092,50,50,100,1
10093,50,50,100,1
10094,50,50,100,1
10095,50,50,100,1
10096,50,50,100,1
10097,50,50,100,1
10098,50,50,100,1
10099,50,50,100,1
10100,50,50,100,1
10101,50,50,100,1
10102,50,50,100,1
10103,50,50,100,1
10104,50,50,100,1
10105,50,50,100,1
10106,50,50,100,1
10107,50,50,100,1
10108,50,50,100,1
10109,50,50,100,1
10110,50,50,100,1
10111,50,50,100,1
10112,50,50,100,1
10113,50,50,100,1
10114,50,50,100,1
10115,50,50,100,1
10116,50,50,100,1
10117,50,50,100,1
10118,50,50,100,1
10119,50,50,100,1
10120,50,50,100,1
10121,50,50,100,1
10122,50,50,100,1
10123,50,50,100,1
10124,50,50,100,1
10125,50,50,100,1
10126,50,50,100,1
10127,50,50,100,1
10128,50,50,100,1
10129,50,50,100,1
10130,50,50,100,1
10131,50,50,100,1
10132,50,50,100,1
10133,50,50,100,1
10134,50,50,100,1
10135,50,50,100,1
10136,50,50,100,1
10137,50,50,100,1
10138,50,50,100,1
10139,50,50,100,1
10140,50,50,100,1
10141,50,50,100,1
10142,50,50,100,1
10143,50,50,100,1
10144,50,50,100,1
10145,50,50,100,1
10146,50,50,100,1
10147,50,50,100,1
10148,50,50,100,1
10149,50,50,100,1
10150,50,50,100,1
10151,50,50,100,1
10152,50,50,100,1
10153,50,50,100,1
10154,50,50,100,1
10155,50,50,100,1
10156,50,50,100,1
10157,50,50,100,1
10158,50,50,100,1
10159,50,50,100,1
10160,50,50,100,1
10161,50,50,100,1
10162,50,50,100,1
10163,50,50,100,1
10164,50,50,100,1
10165,50,50,100,1
10166,50,50,100,1
10167,50,50,100,1
10168,50,50,100,1
10169,50,50,100,1
10170,50,50,100,1
10171,50,50,100,1
10172,50,50,100,1
10173,50,50,100,1
10174,50,50,100,1
10175,50,50,100,1
10176,50,50,100,1
10177,50,50,100,1
10178,50,50,100,1
10179,50,50,100,1
10180,50,50,100,1
10181,50,50,100,1
10182,50,50,100,1
10183,50,50,100,1
10184,50,50,100,1
10185,50,50,100,1
10186,50,50,100,1
10187,50,50,100,1
10188,50,50,100,1
10189,50,50,100,1
10190,50,50,100,1
10191,50,50,100,1
10192,50,50,100,1
10193,50,50,100,1
10194,50,50,100,1
10195,50,50,100,1
10196,50,50,100,1
10197,50,50,100,1
10198,50,50,100,1
10199,50,50,100,1
10200,50,50,100,1
10201,50,50,100,1
10202,50,50,100,1
10203,50,50,100,1
10204,50,50,100,1
10205,50,50,100,1
10206,50,50,100,1
10207,50,50,100,1
10208,50,50,100,1
10209,50,50,100,1
10210,50,50,100,1
10211,50,50,100,1
10212,50,50,100,1
10213,50,50,100,1
10214,50,50,100,1
10215,50,50,100,1
10216,50,50,100,1
10217,50,50,100,1
10218,50,50,100,1
10219,50,50,100,1
10220,50,50,100,1
10221,50,50,100,1
10222,50,50,100,1
10223,50,50,100,1
10224,50,50,100,1
10225,50,50,100,1
10226,50,50,100,1
10227,50,50,100,1
10228,50,50,100,1
10229,50,50,100,1
10230,50,50,100,1
10231,50,50,100,1
10232,50,50,100,1
10233,50,50,100,1
10234,50,50,100,1
10235,50,50,100,1
10236,50,50,100,1
10237,50,50,100,1
10238,50,50,100,1
10239,50,50,100,1
10240,50,50,100,1
10241,50,50,100,1
10242,50,50,100,1
10243,50,50,100,1
10244,50,50,100,1
10245,50,50,100,1
10246,50,50,100,1
10247,50,50,100,1
10248,50,50,100,1
10249,50,50,100,1
10250,50,50,100,1
10251,50,50,100,1
10252,50,50,100,1
10253,50,50,100,1
10254,50,50,100,1
10255,50,50,100,1
10256,50,50,100,1
10257,50,50,100,1
10258,50,50,100,1
10259,50,50,100,1
10260,50,50,100,1
10261,50,50,100,1
10262,50,50,100,1
10263,50,50,100,1
10264,50,50,100,1
10265,50,50,100,1
10266,50,50,100,1
10267,50,50,100,1
10268,50,50,100,1
10269,50,50,100,1
10270,50,50,100,1
10271,50,50,100,1
10272,50,50,100,1
10273,50,50,100,1
10274,50,50,100,1
10275,50,50,100,1
10276,50,50,100,1
